group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,5fabf88cf050f60d613df769,How do people recover from Covid-19,there is no evidence to support transmission of COVID-19 through imported goods,qa
jugglechat,5acaf4b1e1546900019c388c,Is there always a fever with COVID-19,there is no evidence that shows a pet can become sick with COVID-19,qa
jugglechat,5fabf88cf050f60d613df769,Is it possible to get Covid-19 through mucus,possible,qa
jugglechat,5acaf4b1e1546900019c388c,How high is the fever associated with COVID-19,"Preliminary findings indicate that the mortality rate for COVID-19 is 20-30 per thousand people diagnosed. This is significantly less than the 2003 SARS outbreak. However, it is much higher than the mortality rate for seasonal influenza.",faq
jugglechat,5acaf4b1e1546900019c388c,Can you be re-infected with COVID-19,it is not yet known whether similar immune protection will be observed for patients with COVID-19,qa
jugglechat,5acaf4b1e1546900019c388c,How long are you contagious for after you are exposed,"Call  your healthcare provider, or call before going to the emergency room.. We have guidance available for people who have or think they may have COVID-19:. What to do if you have confirmed or suspected coronavirus disease (COVID-19) (PDF) . What to do if you were potentially exposed to someone with confirmed coronavirus disease (COVID-19) (PDF). What to do if you have symptoms of coronavirus disease 2019 (COVID-19) and have not been around anyone who has been diagnosed with COVID-19 (PDF)",faq
jugglechat,5acaf4b1e1546900019c388c,How long does it take to get better,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
jugglechat,5fabf88cf050f60d613df769,Is it possible to cure Covid-19,there is no evidence that current medicine can prevent or cure the disease,qa
jugglechat,5f6994f6471ff8000b5fbb91,What is the survival rate of COVID-19 positive patients,". The clinical spectrum of COVID-19 ranges from mild disease with non-specific signs and symptoms of acute respiratory illness, to severe pneumonia with respiratory failure and septic shock. There have also been reports of asymptomatic infection with COVID-19. See also Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease 2019 (COVID-19).",faq
jugglechat,5f6994f6471ff8000b5fbb91,How long should I self-quarantine before returning to work,self-isolate for 14 days,qa
jugglechat,5f6994f6471ff8000b5fbb91,How effective are masks for preventing the spread of Covid,there is little evidence showing that these masks used by healthy people will prevent transmission to public,qa
jugglechat,5c48cf663664d10001aade27,"I'm not entirely sure what questions I'm supposed to ask here, as you have provided me with a lot of information about COVID-19 already.",there is no evidence to support transmission of COVID-19 associated with imported goods,qa
jugglechat,5f6994f6471ff8000b5fbb91,What are the side-effects after recovering from covid,someone who has been released from quarantine is not at risk of spreading it to others because they did not develop COVID-19 during that period,qa
jugglechat,5f6994f6471ff8000b5fbb91,How effective is the testing for covid,"It has shown some promise in a few cases, but needs to be tested among many more people",qa
jugglechat,5c48cf663664d10001aade27,Can you become infected via air conditioning if someone in the room has Covid 19,"There is currently no FDA-approved post-exposure prophylaxis for people who may have been exposed to COVID-19. For more information on movement restrictions, monitoring for symptoms, and evaluation after possible exposure to COVID-19 See Interim US Guidance for Risk Assessment and Public Health Management of Persons with Potential Coronavirus Disease 2019 (COVID-19) Exposure in Travel-associated or Community Settings and Interim U.S Guidance for Risk Assessment and Public Health Management of Healthcare Personnel with Potential Exposure in a Healthcare Setting to Patients with Coronavirus Disease 2019 (COVID-19).",faq
jugglechat,5c48cf663664d10001aade27,Are there long term health conditions caused by COVID 19,". The clinical spectrum of COVID-19 ranges from mild disease with non-specific signs and symptoms of acute respiratory illness, to severe pneumonia with respiratory failure and septic shock. There have also been reports of asymptomatic infection with COVID-19. See also Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease 2019 (COVID-19).",faq
jugglechat,5c48cf663664d10001aade27,Explain what a 'long hauler' means in relation to Covid 19,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5c48cf663664d10001aade27,Does wearing a cotton mask protect you from Covid 19,"If you are a healthy individual, the use of a mask is not recommended for preventing the spread of COVID-19.  Wearing a mask when you are not ill may give a false sense of security. There is a potential risk of infection with improper mask use and disposal. They also need to be changed frequently.  However, your health care provider may recommend you wear a mask if you are experiencing symptoms of COVID-19 while you are seeking or waiting for care. In this instance, masks are an appropriate part of infection prevention and control measures. The mask acts as a barrier and helps stop the tiny droplets from spreading you when you cough or sneeze.",faq
jugglechat,5f85a05138f44f02584cd474,Can you summarise the lesson,"COVID-19 is caused by the virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a new virus in humans causing respiratory illness which can be spread from person-to-person. a physical distance of at least 1 meter (3 ft) between persons is suggested by the world health organization (WHO) to avoid infection, although some WHO member states have recommended maintaining greater distances whenever possible.",absum
jugglechat,5f85a05138f44f02584cd474,What is IPC,CDC's website,qa
jugglechat,5f85a05138f44f02584cd474,Where did the coronavirus come from,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5e49805f3f7dd9409ccd8de8,what symptoms would you find in a severe reaction to covid19,"cough, fever, tiredness, and difficulty breathing",qa
